#                                                                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                                         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
179362at2759_186990_0:001100|NODE_859_length_15811_cov_67.394560:11233-15222  -            735 179362at2759         -            938   2.3e-91  302.0  69.5   1   1   2.9e-91   2.9e-91  301.7  69.5     1   725     7   730     7   734 0.81 -
179362at2759_31033_0:002a25|NODE_859_length_15811_cov_67.394560:11233-15303   -           1005 179362at2759         -            938   1.5e-87  289.4 106.2   1   3   6.3e-82   6.4e-82  270.8  41.3     1   430     7   464     7   489 0.82 -
179362at2759_31033_0:002a25|NODE_859_length_15811_cov_67.394560:11233-15303   -           1005 179362at2759         -            938   1.5e-87  289.4 106.2   2   3   5.9e-07     6e-07   22.7  55.0   208   691   398   880   386   881 0.79 -
179362at2759_31033_0:002a25|NODE_859_length_15811_cov_67.394560:11233-15303   -           1005 179362at2759         -            938   1.5e-87  289.4 106.2   3   3    0.0015    0.0015   11.4  28.5   489   708   763   986   756  1003 0.73 -
179362at2759_74940_0:002d0f|NODE_859_length_15811_cov_67.394560:11233-15303   -           1005 179362at2759         -            938   1.5e-87  289.4 106.2   1   3   6.3e-82   6.4e-82  270.8  41.3     1   430     7   464     7   489 0.82 -
179362at2759_74940_0:002d0f|NODE_859_length_15811_cov_67.394560:11233-15303   -           1005 179362at2759         -            938   1.5e-87  289.4 106.2   2   3   5.9e-07     6e-07   22.7  55.0   208   691   398   880   386   881 0.79 -
179362at2759_74940_0:002d0f|NODE_859_length_15811_cov_67.394560:11233-15303   -           1005 179362at2759         -            938   1.5e-87  289.4 106.2   3   3    0.0015    0.0015   11.4  28.5   489   708   763   986   756  1003 0.73 -
179362at2759_7955_0:0027c1|NODE_859_length_15811_cov_67.394560:11233-15303    -           1005 179362at2759         -            938   1.5e-87  289.4 106.2   1   3   6.3e-82   6.4e-82  270.8  41.3     1   430     7   464     7   489 0.82 -
179362at2759_7955_0:0027c1|NODE_859_length_15811_cov_67.394560:11233-15303    -           1005 179362at2759         -            938   1.5e-87  289.4 106.2   2   3   5.9e-07     6e-07   22.7  55.0   208   691   398   880   386   881 0.79 -
179362at2759_7955_0:0027c1|NODE_859_length_15811_cov_67.394560:11233-15303    -           1005 179362at2759         -            938   1.5e-87  289.4 106.2   3   3    0.0015    0.0015   11.4  28.5   489   708   763   986   756  1003 0.73 -
179362at2759_1220924_1:000110|NODE_859_length_15811_cov_67.394560:11233-15276 -            936 179362at2759         -            938   1.6e-87  289.3 105.6   1   3   2.7e-82   2.7e-82  272.0  25.7     1   365     7   398     7   402 0.86 -
179362at2759_1220924_1:000110|NODE_859_length_15811_cov_67.394560:11233-15276 -            936 179362at2759         -            938   1.6e-87  289.3 105.6   2   3   0.00044   0.00044   13.2  45.1   166   472   267   581   266   586 0.74 -
179362at2759_1220924_1:000110|NODE_859_length_15811_cov_67.394560:11233-15276 -            936 179362at2759         -            938   1.6e-87  289.3 105.6   3   3     8e-06   8.1e-06   18.9  79.1   195   745   380   930   379   936 0.68 -
179362at2759_10089_0:002fd5|NODE_859_length_15811_cov_67.394560:11233-15222   -            898 179362at2759         -            938   1.7e-87  289.2  87.9   1   2   1.5e-83   1.5e-83  276.1  38.2     1   446     7   480     7   497 0.85 -
179362at2759_10089_0:002fd5|NODE_859_length_15811_cov_67.394560:11233-15222   -            898 179362at2759         -            938   1.7e-87  289.2  87.9   2   2     1e-05     1e-05   18.6  41.6   360   725   535   893   517   897 0.72 -
179362at2759_34839_0:0006a2|NODE_859_length_15811_cov_67.394560:11233-15222   -            898 179362at2759         -            938   1.7e-87  289.2  87.9   1   2   1.5e-83   1.5e-83  276.1  38.2     1   446     7   480     7   497 0.85 -
179362at2759_34839_0:0006a2|NODE_859_length_15811_cov_67.394560:11233-15222   -            898 179362at2759         -            938   1.7e-87  289.2  87.9   2   2     1e-05     1e-05   18.6  41.6   360   725   535   893   517   897 0.72 -
179362at2759_885580_0:002d80|NODE_859_length_15811_cov_67.394560:11233-15222  -            898 179362at2759         -            938   1.7e-87  289.2  87.9   1   2   1.5e-83   1.5e-83  276.1  38.2     1   446     7   480     7   497 0.85 -
179362at2759_885580_0:002d80|NODE_859_length_15811_cov_67.394560:11233-15222  -            898 179362at2759         -            938   1.7e-87  289.2  87.9   2   2     1e-05     1e-05   18.6  41.6   360   725   535   893   517   897 0.72 -
179362at2759_89399_0:003559|NODE_859_length_15811_cov_67.394560:11233-15222   -            898 179362at2759         -            938   1.7e-87  289.2  87.9   1   2   1.5e-83   1.5e-83  276.1  38.2     1   446     7   480     7   497 0.85 -
179362at2759_89399_0:003559|NODE_859_length_15811_cov_67.394560:11233-15222   -            898 179362at2759         -            938   1.7e-87  289.2  87.9   2   2     1e-05     1e-05   18.6  41.6   360   725   535   893   517   897 0.72 -
179362at2759_418867_1:001af9|NODE_859_length_15811_cov_67.394560:11233-15300  -           1007 179362at2759         -            938   1.9e-87  289.1 111.5   1   4   2.4e-81   2.4e-81  268.8  31.3     1   384     7   416     7   418 0.70 -
179362at2759_418867_1:001af9|NODE_859_length_15811_cov_67.394560:11233-15300  -           1007 179362at2759         -            938   1.9e-87  289.1 111.5   2   4   0.00035   0.00036   13.5  54.3   361   697   286   622   284   644 0.78 -
179362at2759_418867_1:001af9|NODE_859_length_15811_cov_67.394560:11233-15300  -           1007 179362at2759         -            938   1.9e-87  289.1 111.5   3   4   4.7e-05   4.8e-05   16.4  16.6   459   666   648   852   627   859 0.84 -
179362at2759_418867_1:001af9|NODE_859_length_15811_cov_67.394560:11233-15300  -           1007 179362at2759         -            938   1.9e-87  289.1 111.5   4   4     0.097     0.099    5.4  11.8   507   683   896   999   869  1007 0.33 -
179362at2759_52670_0:002fcf|NODE_859_length_15811_cov_67.394560:11233-15168   -            870 179362at2759         -            938   1.9e-87  289.0  89.6   1   2   1.8e-83   1.9e-83  275.9  44.1     1   469     7   502     7   509 0.85 -
179362at2759_52670_0:002fcf|NODE_859_length_15811_cov_67.394560:11233-15168   -            870 179362at2759         -            938   1.9e-87  289.0  89.6   2   2    0.0001    0.0001   15.2  42.9   328   698   494   860   483   869 0.69 -
179362at2759_10036_0:000d61|NODE_859_length_15811_cov_67.394560:11233-15249   -            921 179362at2759         -            938   2.1e-87  288.9 102.6   1   3   1.9e-81   1.9e-81  269.2  22.9     1   336     7   369     7   376 0.86 -
179362at2759_10036_0:000d61|NODE_859_length_15811_cov_67.394560:11233-15249   -            921 179362at2759         -            938   2.1e-87  288.9 102.6   2   3     0.022     0.022    7.5  28.5   524   739   292   503   288   513 0.79 -
179362at2759_10036_0:000d61|NODE_859_length_15811_cov_67.394560:11233-15249   -            921 179362at2759         -            938   2.1e-87  288.9 102.6   3   3   2.2e-07   2.2e-07   24.1  71.8   208   728   398   910   393   921 0.79 -
179362at2759_30732_0:000a8a|NODE_859_length_15811_cov_67.394560:11233-15303   -            996 179362at2759         -            938   2.1e-87  288.9 108.7   1   4   2.4e-81   2.5e-81  268.8  26.6     1   399     7   425     7   427 0.80 -
179362at2759_30732_0:000a8a|NODE_859_length_15811_cov_67.394560:11233-15303   -            996 179362at2759         -            938   2.1e-87  288.9 108.7   2   4     0.025     0.025    7.4  53.3   329   665   290   632   285   640 0.75 -
179362at2759_30732_0:000a8a|NODE_859_length_15811_cov_67.394560:11233-15303   -            996 179362at2759         -            938   2.1e-87  288.9 108.7   3   4   0.00012   0.00012   15.0  44.1   239   561   413   743   407   756 0.59 -
179362at2759_30732_0:000a8a|NODE_859_length_15811_cov_67.394560:11233-15303   -            996 179362at2759         -            938   2.1e-87  288.9 108.7   4   4    0.0017    0.0017   11.2  28.7   489   708   754   977   747   994 0.73 -
179362at2759_6183_0:0012d5|NODE_859_length_15811_cov_67.394560:11233-15303    -            970 179362at2759         -            938   2.2e-87  288.9 107.8   1   4   1.8e-83   1.9e-83  275.8  45.1     1   471     7   508     7   514 0.84 -
179362at2759_6183_0:0012d5|NODE_859_length_15811_cov_67.394560:11233-15303    -            970 179362at2759         -            938   2.2e-87  288.9 107.8   2   4   0.00056   0.00057   12.8  38.9   439   697   327   582   310   603 0.76 -
179362at2759_6183_0:0012d5|NODE_859_length_15811_cov_67.394560:11233-15303    -            970 179362at2759         -            938   2.2e-87  288.9 107.8   3   4   3.3e-05   3.3e-05   16.9  41.3   367   750   523   892   512   894 0.75 -
179362at2759_6183_0:0012d5|NODE_859_length_15811_cov_67.394560:11233-15303    -            970 179362at2759         -            938   2.2e-87  288.9 107.8   4   4      0.32      0.32    3.7  19.5   516   663   817   962   801   969 0.49 -
179362at2759_516756_0:001129|NODE_859_length_15811_cov_67.394560:11233-15255  -            993 179362at2759         -            938   2.3e-87  288.8 120.7   1   4     8e-82   8.1e-82  270.4  19.8     1   320     7   346     7   352 0.80 -
179362at2759_516756_0:001129|NODE_859_length_15811_cov_67.394560:11233-15255  -            993 179362at2759         -            938   2.3e-87  288.8 120.7   2   4   0.00021   0.00021   14.2  52.8   166   471   267   587   267   591 0.78 -
179362at2759_516756_0:001129|NODE_859_length_15811_cov_67.394560:11233-15255  -            993 179362at2759         -            938   2.3e-87  288.8 120.7   3   4     2e-05   2.1e-05   17.6  27.4   368   653   563   838   556   841 0.80 -
179362at2759_516756_0:001129|NODE_859_length_15811_cov_67.394560:11233-15255  -            993 179362at2759         -            938   2.3e-87  288.8 120.7   4   4     0.025     0.026    7.3  33.1   489   699   762   981   755   993 0.62 -
179362at2759_125945_0:00189e|NODE_859_length_15811_cov_67.394560:11233-15294  -            856 179362at2759         -            938   2.3e-87  288.8  93.5   1   3   4.5e-83   4.5e-83  274.6  31.1     1   398     7   432     7   434 0.83 -
179362at2759_125945_0:00189e|NODE_859_length_15811_cov_67.394560:11233-15294  -            856 179362at2759         -            938   2.3e-87  288.8  93.5   2   3      0.12      0.12    5.1  22.7   484   626   398   542   397   562 0.85 -
179362at2759_125945_0:00189e|NODE_859_length_15811_cov_67.394560:11233-15294  -            856 179362at2759         -            938   2.3e-87  288.8  93.5   3   3   0.00034   0.00035   13.5  53.0   331   744   447   850   446   856 0.76 -
179362at2759_30025_0:002a35|NODE_859_length_15811_cov_67.394560:11233-15294   -            856 179362at2759         -            938   2.3e-87  288.8  93.5   1   3   4.5e-83   4.5e-83  274.6  31.1     1   398     7   432     7   434 0.83 -
179362at2759_30025_0:002a35|NODE_859_length_15811_cov_67.394560:11233-15294   -            856 179362at2759         -            938   2.3e-87  288.8  93.5   2   3      0.12      0.12    5.1  22.7   484   626   398   542   397   562 0.85 -
179362at2759_30025_0:002a35|NODE_859_length_15811_cov_67.394560:11233-15294   -            856 179362at2759         -            938   2.3e-87  288.8  93.5   3   3   0.00034   0.00035   13.5  53.0   331   744   447   850   446   856 0.76 -
179362at2759_1169540_1:003ae2|NODE_859_length_15811_cov_67.394560:11233-15258 -            893 179362at2759         -            938   2.3e-87  288.8  96.0   1   2   2.1e-82   2.1e-82  272.4  23.1     1   361     7   394     7   396 0.85 -
179362at2759_1169540_1:003ae2|NODE_859_length_15811_cov_67.394560:11233-15258 -            893 179362at2759         -            938   2.3e-87  288.8  96.0   2   2   6.1e-06   6.2e-06   19.3  69.8   250   754   375   877   363   890 0.66 -
179362at2759_7574_0:003377|NODE_859_length_15811_cov_67.394560:11233-15300    -           1047 179362at2759         -            938   2.4e-87  288.7 117.9   1   4   7.5e-81   7.6e-81  267.2  24.5     1   336     7   369     7   376 0.86 -
179362at2759_7574_0:003377|NODE_859_length_15811_cov_67.394560:11233-15300    -           1047 179362at2759         -            938   2.4e-87  288.7 117.9   2   4    0.0012    0.0012   11.7  59.1   308   697   257   647   251   667 0.78 -
179362at2759_7574_0:003377|NODE_859_length_15811_cov_67.394560:11233-15300    -           1047 179362at2759         -            938   2.4e-87  288.7 117.9   3   4   6.2e-08   6.3e-08   25.9  66.6   169   705   394   919   380   936 0.69 -
179362at2759_7574_0:003377|NODE_859_length_15811_cov_67.394560:11233-15300    -           1047 179362at2759         -            938   2.4e-87  288.7 117.9   4   4       1.9       1.9    1.1  21.4   520   662   899  1039   889  1047 0.42 -
179362at2759_132908_0:001798|NODE_859_length_15811_cov_67.394560:11233-15222  -            918 179362at2759         -            938   2.5e-87  288.7  99.2   1   2     1e-81     1e-81  270.1  22.2     1   336     7   369     7   378 0.86 -
179362at2759_132908_0:001798|NODE_859_length_15811_cov_67.394560:11233-15222  -            918 179362at2759         -            938   2.5e-87  288.7  99.2   2   2   2.9e-07     3e-07   23.7  69.2   208   725   404   913   388   917 0.80 -
179362at2759_70779_0:001c73|NODE_859_length_15811_cov_67.394560:11233-15228   -            926 179362at2759         -            938   2.5e-87  288.6 113.5   1   3   4.9e-81   4.9e-81  267.8  22.5     1   320     7   346     7   351 0.80 -
179362at2759_70779_0:001c73|NODE_859_length_15811_cov_67.394560:11233-15228   -            926 179362at2759         -            938   2.5e-87  288.6 113.5   2   3     3e-05     3e-05   17.0  54.4   166   472   267   579   264   585 0.73 -
179362at2759_70779_0:001c73|NODE_859_length_15811_cov_67.394560:11233-15228   -            926 179362at2759         -            938   2.5e-87  288.6 113.5   3   3   0.00012   0.00012   15.0  44.0   367   746   553   923   544   926 0.69 -
179362at2759_307959_0:009246|NODE_859_length_15811_cov_67.394560:11233-15303  -            969 179362at2759         -            938   2.7e-87  288.6 108.1   1   4     4e-80   4.1e-80  264.8  10.7     1   251     7   282     7   298 0.84 -
179362at2759_307959_0:009246|NODE_859_length_15811_cov_67.394560:11233-15303  -            969 179362at2759         -            938   2.7e-87  288.6 108.1   2   4   0.00037   0.00038   13.4  43.6   205   471   277   552   266   556 0.77 -
179362at2759_307959_0:009246|NODE_859_length_15811_cov_67.394560:11233-15303  -            969 179362at2759         -            938   2.7e-87  288.6 108.1   3   4     7e-06   7.1e-06   19.1  23.4   367   652   527   802   517   806 0.79 -
179362at2759_307959_0:009246|NODE_859_length_15811_cov_67.394560:11233-15303  -            969 179362at2759         -            938   2.7e-87  288.6 108.1   4   4    0.0017    0.0018   11.2  28.8   489   708   727   950   720   967 0.73 -
179362at2759_38123_0:0028b1|NODE_859_length_15811_cov_67.394560:11233-15231   -           1009 179362at2759         -            938   2.7e-87  288.5 112.7   1   4   9.9e-82     1e-81  270.1  20.0     1   320     7   346     7   351 0.80 -
179362at2759_38123_0:0028b1|NODE_859_length_15811_cov_67.394560:11233-15231   -           1009 179362at2759         -            938   2.7e-87  288.5 112.7   2   4   0.00012   0.00012   15.1  52.6   166   472   267   587   267   591 0.80 -
179362at2759_38123_0:0028b1|NODE_859_length_15811_cov_67.394560:11233-15231   -           1009 179362at2759         -            938   2.7e-87  288.5 112.7   3   4   3.7e-06   3.7e-06   20.0  26.1   368   691   562   878   555   883 0.78 -
179362at2759_38123_0:0028b1|NODE_859_length_15811_cov_67.394560:11233-15231   -           1009 179362at2759         -            938   2.7e-87  288.5 112.7   4   4     0.025     0.025    7.3  24.6   489   726   761  1002   752  1009 0.81 -
179362at2759_7741_0:003c27|NODE_859_length_15811_cov_67.394560:11233-15300    -            991 179362at2759         -            938   2.8e-87  288.5  98.8   1   3   5.5e-83   5.6e-83  274.3  18.5     1   351     7   382     7   391 0.85 -
179362at2759_7741_0:003c27|NODE_859_length_15811_cov_67.394560:11233-15300    -            991 179362at2759         -            938   2.8e-87  288.5  98.8   2   3     0.014     0.014    8.2  38.3   248   559   445   751   433   757 0.53 -
